LJ001-0171|However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.|However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.
LJ001-0172|The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.|The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.
LJ001-0173|The essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,|The essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,
LJ001-0174|should be a part of the whole scheme of the book.|should be a part of the whole scheme of the book.
LJ001-0175|Simple as this proposition is, it is necessary to be stated,|Simple as this proposition is, it is necessary to be stated,
LJ001-0176|because the modern practice is to disregard the relation between the printing and the ornament altogether,|because the modern practice is to disregard the relation between the printing and the ornament altogether,
LJ001-0177|so that if the two are helpful to one another it is a mere matter of accident.|so that if the two are helpful to one another it is a mere matter of accident.
LJ001-0178|The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that|The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that
LJ001-0179|even when the woodcuts are very rude indeed,|even when the woodcuts are very rude indeed,
LJ001-0180|the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.|the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.
LJ001-0181|When, as is most often the case, there is actual beauty in the cuts,|When, as is most often the case, there is actual beauty in the cuts,
LJ001-0182|the books so ornamented are amongst the most delightful works of art that have ever been produced.|the books so ornamented are amongst the most delightful works of art that have ever been produced.
LJ001-0183|Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,|Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,
LJ001-0184|all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,|all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,
LJ001-0185|printed books might once again illustrate to the full|printed books might once again illustrate to the full
LJ001-0186|the position of our Society that a work of utility might be also a work of art, if we cared to make it so.|the position of our Society that a work of utility might be also a work of art, if we cared to make it so.
LJ002-0001|The Chronicles of Newgate, Volume 2. By Arthur Griffiths. Section 4: Newgate down to 1818.|The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section four: Newgate down to eighteen eighteen.
LJ002-0002|Under the conditions referred to in the previous chapter,|Under the conditions referred to in the previous chapter,
LJ002-0003|with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first.|with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first.
LJ002-0004|The new jail fell as far short of the demands made on it as did the old.|The new jail fell as far short of the demands made on it as did the old.
LJ002-0005|The prison population fluctuated a great deal,|The prison population fluctuated a great deal,
LJ002-0006|but it was almost always in excess of the accommodation available, and there were times when the place was full to overflowing.|but it was almost always in excess of the accommodation available, and there were times when the place was full to overflowing.
LJ002-0007|Neild gives some figures which well illustrate this.|Neild gives some figures which well illustrate this.
LJ002-0008|On the 14th June, 1800, there were 199 debtors and 289 felons in the prison.|On the fourteenth June, eighteen hundred, there were one hundred ninety-nine debtors and two hundred eighty-nine felons in the prison.
LJ002-0009|On the 27th April, in the following year,|On the twenty-seventh April, in the following year,
LJ002-0010|these numbers had risen to 275 and 375 respectively, or 650 in all.|these numbers had risen to two hundred seventy-five and three hundred seventy-five respectively, or six hundred fifty in all.
LJ002-0011|For two more years these high figures were steadily maintained, and in 1803 the total rose to 710.|For two more years these high figures were steadily maintained, and in eighteen oh three the total rose to seven hundred ten.
LJ002-0012|After that they fell as steadily,|After that they fell as steadily,
LJ002-0013|till, 1808, the lowest point was touched of 197 debtors and 182 felons, or 379 in all.|till, eighteen oh eight, the lowest point was touched of one hundred ninety-seven debtors and one hundred eighty-two felons, or three hundred seventy-nine in all.
LJ002-0014|The numbers soon increased, however, and by 1811 had again risen to 629; and Mr. Neild was told that there had been at one time|The numbers soon increased, however, and by eighteen eleven had again risen to six hundred twenty-nine; and Mr. Neild was told that there had been at one time
LJ002-0015|300 debtors and 900 criminals in Newgate, or twelve hundred prisoners in all.|three hundred debtors and nine hundred criminals in Newgate, or twelve hundred prisoners in all.
